日期,縣市,住宅部門售電量(度),住宅部門用電佔比(%),服務業部門(含包燈)(度),服務業部門(含包燈)用電佔比(%),農林漁牧售電量(度),農林漁牧用電佔比(%),工業部門售電量(度),工業部門用電佔比(%),合計售電量(度),縣市用電佔比(%)
2019年09月,台東縣,40449137,0.4378,39380707,0.4262,2539434,0.0275,10024209,0.1085,92393487,0.0046
2019年09月,花蓮縣,70076788,0.3092,78066313,0.3445,2652936,0.0117,75816033,0.3346,226612070,0.0112
2019年09月,基隆市,77381038,0.5102,54390953,0.3586,13261,0.0001,19886178,0.1311,151671430,0.0075
2019年09月,新竹市,126148639,0.1363,122776221,0.1326,1002478,0.0011,675816561,0.73,925743899,0.0458
2019年09月,嘉義市,55215667,0.4666,53959751,0.456,657243,0.0056,8498677,0.0718,118331338,0.0058
2019年09月,澎湖縣,21813214,0.4322,23689892,0.4694,450496,0.0089,4518788,0.0895,50472390,0.0025
2019年09月,金門縣,15932510,0.4464,15199983,0.4259,340669,0.0095,4214663,0.1181,35687825,0.0018
2019年09月,連江縣,3397862,0.4214,3996305,0.4956,14803,0.0018,654271,0.0811,8063241,0.0004
2019年09月,合計,5396791126,0.2667,4613080276,0.228,288038240,0.0142,9936195740,0.4911,20234105382,1
2019年08月,新北市,910505788,0.4373,599945949,0.2882,2874890,0.0014,568692231,0.2731,2082018858,0.1027
2019年08月,台北市,570733303,0.3567,965569093,0.6035,755008,0.0005,62995463,0.0394,1600052867,0.079
2019年08月,桃園市,533448180,0.2003,453877075,0.1704,5396924,0.002,1670208572,0.6272,2662930751,0.1314
2019年08月,台中市,599140614,0.207,534994138,0.1848,16716466,0.0058,1743426326,0.6024,2894277544,0.1428
2019年08月,台南市,384560473,0.1562,315767919,0.1283,37830130,0.0154,1723742155,0.7002,2461900677,0.1215
2019年08月,高雄市,485287063,0.1896,536267195,0.2095,21411565,0.0084,1516982546,0.5926,2559948369,0.1263
2019年08月,宜蘭縣,97242064,0.295,84832179,0.2574,7522905,0.0228,139992803,0.4247,329589951,0.0163
2019年08月,新竹縣,135528531,0.1475,106876608,0.1163,1985035,0.0022,674349945,0.734,918740119,0.0453
2019年08月,苗栗縣,101872186,0.1658,74918005,0.1219,3251116,0.0053,434556089,0.7071,614597396,0.0303
2019年08月,彰化縣,239161168,0.2271,214582078,0.2037,48977782,0.0465,550477691,0.5227,1053198719,0.052
2019年08月,南投縣,89084975,0.3282,67223507,0.2477,9761260,0.036,105335064,0.3881,271404806,0.0134
2019年08月,雲林縣,124982955,0.2434,84126462,0.1638,38659586,0.0753,265731010,0.5175,513500013,0.0253
2019年08月,嘉義縣,80379462,0.3179,53162153,0.2102,26690636,0.1056,92629124,0.3663,252861375,0.0125
2019年08月,屏東縣,146731126,0.3446,107968739,0.2536,63462754,0.149,107629999,0.2528,425792618,0.021
2019年08月,台東縣,43413499,0.4436,41146466,0.4205,2529784,0.0259,10772179,0.1101,97861928,0.0048
2019年08月,花蓮縣,70653716,0.309,76896482,0.3363,2924369,0.0128,78166087,0.3419,228640654,0.0113
2019年08月,基隆市,79426489,0.5115,55288438,0.3561,17534,0.0001,20549511,0.1323,155281972,0.0077
2019年08月,新竹市,101638189,0.1073,124391049,0.1313,1055002,0.0011,719973124,0.7602,947057364,0.0467
2019年08月,嘉義市,52984973,0.4638,51681388,0.4524,705418,0.0062,8863054,0.0776,114234833,0.0056
2019年08月,澎湖縣,17491351,0.4049,20716003,0.4796,438323,0.0101,4548482,0.1053,43194159,0.0021
2019年08月,金門縣,11483985,0.3981,13067435,0.453,309601,0.0107,3988426,0.1382,28849447,0.0014
2019年08月,連江縣,2506843,0.3425,4031615,0.5508,13038,0.0018,767615,0.1049,7319111,0.0004
2019年08月,合計,4878256933,0.2407,4587329976,0.2264,293289126,0.0145,10504377496,0.5184,20263253531,1
2019年07月,新北市,768743328,0.3983,603420861,0.3127,2660954,0.0014,555166772,0.2877,1929991915,0.0984
2019年07月,台北市,496899546,0.3265,956004994,0.6281,724884,0.0005,68404624,0.0449,1522034048,0.0776
2019年07月,桃園市,364405230,0.1474,442910282,0.1792,4191577,0.0017,1659969066,0.6717,2471476155,0.126
2019年07月,台中市,535415787,0.1899,524792169,0.1861,15852093,0.0056,1743815200,0.6184,2819875249,0.1438
2019年07月,台南市,357858454,0.1486,307180108,0.1275,33665270,0.014,1710062197,0.7099,2408766029,0.1228
2019年07月,高雄市,599074773,0.2256,532482067,0.2005,20420490,0.0077,1503228326,0.5661,2655205656,0.1354
2019年07月,宜蘭縣,77358974,0.2495,84522697,0.2726,7155023,0.0231,141028188,0.4548,310064882,0.0158
2019年07月,新竹縣,98486946,0.1121,95207999,0.1084,1849419,0.0021,682887320,0.7774,878431684,0.0448
2019年07月,苗栗縣,98245698,0.1621,73244303,0.1208,2940775,0.0049,431760750,0.7123,606191526,0.0309
2019年07月,彰化縣,208783381,0.2059,200413430,0.1977,42794255,0.0422,561838730,0.5542,1013829796,0.0517
2019年07月,南投縣,66255147,0.2738,61280791,0.2533,8545657,0.0353,105885021,0.4376,241966616,0.0123
2019年07月,雲林縣,119485954,0.2372,87181154,0.1731,34988798,0.0695,262025865,0.5202,503681771,0.0257
2019年07月,嘉義縣,83334043,0.3266,55977066,0.2194,24031609,0.0942,91806741,0.3598,255149459,0.013
2019年07月,屏東縣,158128706,0.3621,108772260,0.2491,61244285,0.1402,108547897,0.2486,436693148,0.0223
2019年07月,台東縣,33328061,0.3873,39265377,0.4563,2091641,0.0243,11366110,0.1321,86051189,0.0044
2019年07月,花蓮縣,54319399,0.2528,75321653,0.3505,2445685,0.0114,82799686,0.3853,214886423,0.011
2019年07月,基隆市,56007848,0.4344,52569149,0.4078,10823,0.0001,20332309,0.1577,128920129,0.0066
2019年07月,新竹市,95149736,0.1017,123313079,0.1318,895653,0.001,716370462,0.7656,935728930,0.0477
2019年07月,嘉義市,49094820,0.4415,53562864,0.4817,615727,0.0055,7926820,0.0713,111200231,0.0057
2019年07月,澎湖縣,18442168,0.3973,23064033,0.4969,389122,0.0084,4524633,0.0975,46419956,0.0024
2019年07月,金門縣,11578871,0.386,13903846,0.4635,253773,0.0085,4258987,0.142,29995477,0.0015
2019年07月,連江縣,2574040,0.3806,3492207,0.5163,10125,0.0015,687268,0.1016,6763640,0.0003
2019年07月,合計,4352970910,0.2219,4517882389,0.2303,267777638,0.0137,10474692972,0.5341,19613323909,1
2019年06月,新北市,645308144,0.3801,543302307,0.32,2481938,0.0015,506702224,0.2984,1697794613,0.0935
2019年06月,台北市,406626583,0.3074,860423016,0.6504,664876,0.0005,55141444,0.0417,1322855919,0.0729
2019年06月,桃園市,389617192,0.1647,416657922,0.1761,4208559,0.0018,1555483635,0.6574,2365967308,0.1303
2019年06月,台中市,475572797,0.1818,495143487,0.1893,14785102,0.0057,1629781609,0.6232,2615282995,0.1441
2019年06月,台南市,327959291,0.1437,305013224,0.1336,33518607,0.0147,1616069801,0.708,2282560923,0.1257
2019年06月,高雄市,424730491,0.1745,524839692,0.2156,20392283,0.0084,1463829384,0.6015,2433791850,0.1341
2019年06月,宜蘭縣,71026973,0.2521,74555150,0.2646,6372515,0.0226,129819423,0.4607,281774061,0.0155
2019年06月,新竹縣,99092050,0.1178,94405458,0.1122,1567008,0.0019,646130857,0.7681,841195373,0.0463
2019年06月,苗栗縣,74964881,0.1364,66946050,0.1218,2669297,0.0049,405066792,0.737,549647020,0.0303
2019年06月,彰化縣,192583599,0.2013,199099893,0.2081,40790878,0.0426,524112277,0.5479,956586647,0.0527
2019年06月,南投縣,78315347,0.318,62712226,0.2546,8446244,0.0343,96795157,0.393,246268974,0.0136
2019年06月,雲林縣,110262164,0.2323,80489039,0.1696,33521307,0.0706,250291405,0.5274,474563915,0.0261
2019年06月,嘉義縣,71171508,0.3021,53803760,0.2284,23772703,0.1009,86825970,0.3686,235573941,0.013
2019年06月,屏東縣,133177972,0.3305,106742161,0.2649,62712896,0.1556,100326980,0.249,402960009,0.0222
2019年06月,台東縣,34537441,0.4163,36179363,0.4361,1986404,0.0239,10252725,0.1236,82955933,0.0046
2019年06月,花蓮縣,54137967,0.26,69747900,0.335,1764179,0.0085,82563360,0.3965,208213406,0.0115
2019年06月,基隆市,57306977,0.4627,48034187,0.3878,14232,0.0001,18492170,0.1493,123847566,0.0068
2019年06月,新竹市,72911212,0.0844,113125091,0.1309,868394,0.001,677004088,0.7837,863908785,0.0476
2019年06月,嘉義市,43387475,0.4315,48895338,0.4863,624257,0.0062,7638479,0.076,100545549,0.0055
2019年06月,澎湖縣,14054551,0.3682,19359424,0.5072,365348,0.0096,4387642,0.115,38166965,0.0021
2019年06月,金門縣,8842836,0.3564,11608257,0.4678,245035,0.0099,4117671,0.1659,24813799,0.0014
2019年06月,連江縣,1960090,0.3301,3301092,0.5559,8917,0.0015,667653,0.1124,5937752,0.0003
2019年06月,合計,3787547541,0.2086,4234384037,0.2332,261780979,0.0144,9871500746,0.5437,18155213303,1
2019年05月,新北市,592465985,0.357,543955264,0.3278,2384090,0.0014,520726170,0.3138,1659531509,0.0915
2019年05月,台北市,383138279,0.2985,837994075,0.6528,642721,0.0005,61966031,0.0483,1283741106,0.0708
2019年05月,桃園市,308644435,0.1335,389863964,0.1686,3486935,0.0015,1609737151,0.6963,2311732485,0.1275
2019年05月,台中市,437401515,0.1657,492754216,0.1867,13817713,0.0052,1695447660,0.6424,2639421104,0.1456
2019年05月,台南市,285249576,0.1254,292615382,0.1287,30664730,0.0135,1665316685,0.7324,2273846373,0.1254
2019年05月,高雄市,473908004,0.1867,517433485,0.2039,20397123,0.008,1525951460,0.6013,2537690072,0.14
2019年05月,宜蘭縣,64921302,0.236,75769996,0.2754,6008333,0.0218,128379414,0.4667,275079045,0.0152
2019年05月,新竹縣,81583102,0.1004,85792031,0.1056,1552833,0.0019,643535208,0.7921,812463174,0.0448
2019年05月,苗栗縣,78213178,0.1318,65932171,0.1111,2395051,0.004,446721630,0.753,593262030,0.0327
2019年05月,彰化縣,179147301,0.186,190568097,0.1979,38049586,0.0395,555372449,0.5766,963137433,0.0531
2019年05月,南投縣,61884870,0.2693,59698910,0.2598,8516059,0.0371,99689547,0.4338,229789386,0.0127
2019年05月,雲林縣,105560118,0.2191,81958150,0.1701,32609234,0.0677,261666259,0.5431,481793761,0.0266
2019年05月,嘉義縣,71458379,0.2979,53686541,0.2238,22830846,0.0952,91888236,0.3831,239864002,0.0132
2019年05月,屏東縣,134476695,0.3251,108419903,0.2621,63827359,0.1543,106918723,0.2585,413642680,0.0228
2019年05月,台東縣,28990223,0.3801,33973415,0.4455,2147737,0.0282,11153247,0.1462,76264622,0.0042
2019年05月,花蓮縣,46700335,0.2342,68339563,0.3427,1827471,0.0092,82527694,0.4139,199395063,0.011
2019年05月,基隆市,47443380,0.4232,46340830,0.4134,10134,0.0001,18300798,0.1633,112095142,0.0062
2019年05月,新竹市,73813092,0.0856,108663907,0.1261,797978,0.0009,678545629,0.7873,861820606,0.0475
2019年05月,嘉義市,39114602,0.4034,49559510,0.5111,581137,0.006,7705107,0.0795,96960356,0.0053
2019年05月,澎湖縣,14115579,0.369,19492680,0.5096,327110,0.0086,4317979,0.1129,38253348,0.0021
2019年05月,金門縣,9935579,0.3864,11780125,0.4582,219761,0.0085,3774619,0.1468,25710084,0.0014
2019年05月,連江縣,2341821,0.3936,2971941,0.4995,8921,0.0015,626927,0.1054,5949610,0.0003
2019年05月,合計,3520507350,0.1942,4137564156,0.2282,253102862,0.014,10220268623,0.5637,18131442991,1
2019年04月,新北市,549619279,0.3685,459831199,0.3083,2117747,0.0014,479813022,0.3217,1491381247,0.0887
2019年04月,台北市,334554739,0.2992,733405063,0.6559,539708,0.0005,49588433,0.0444,1118087943,0.0665
2019年04月,桃園市,354120795,0.1584,359421300,0.1608,3404570,0.0015,1518537054,0.6793,2235483719,0.133
2019年04月,台中市,397906146,0.1629,430921900,0.1764,13117755,0.0054,1600696685,0.6553,2442642486,0.1453
2019年04月,台南市,260990860,0.123,266382096,0.1255,27162608,0.0128,1568129952,0.7388,2122665516,0.1262
2019年04月,高雄市,327897986,0.1415,466516887,0.2013,19555013,0.0084,1503932534,0.6488,2317902420,0.1379
2019年04月,宜蘭縣,63727933,0.255,65944128,0.2638,5080963,0.0203,115184594,0.4609,249937618,0.0149
2019年04月,新竹縣,87195741,0.1118,81858805,0.105,1210565,0.0016,609664802,0.7817,779929913,0.0464
2019年04月,苗栗縣,64606877,0.1161,58636013,0.1053,2294408,0.0041,431112675,0.7745,556649973,0.0331
2019年04月,彰化縣,168998892,0.1873,180395006,0.2,33208989,0.0368,519488226,0.5759,902091113,0.0537
2019年04月,南投縣,71666815,0.3078,57538486,0.2471,8155928,0.035,95475728,0.4101,232836957,0.0138
2019年04月,雲林縣,96738582,0.2176,71118434,0.16,28987331,0.0652,247656826,0.5572,444501173,0.0264
2019年04月,嘉義縣,61637307,0.2821,47808478,0.2188,19329174,0.0885,89751513,0.4107,218526472,0.013
2019年04月,屏東縣,109461541,0.2995,97537019,0.2668,59909226,0.1639,98629581,0.2698,365537367,0.0217
2019年04月,台東縣,30550436,0.4111,31575577,0.4249,1877096,0.0253,10303631,0.1387,74306740,0.0044
2019年04月,花蓮縣,48676182,0.2488,62994798,0.3219,1614529,0.0083,82392082,0.4211,195677591,0.0116
2019年04月,基隆市,55234582,0.4839,41445184,0.3631,12688,0.0001,17462265,0.153,114154719,0.0068
2019年04月,新竹市,61153691,0.0757,97316793,0.1204,779998,0.001,649043734,0.803,808294216,0.0481
2019年04月,嘉義市,35378510,0.4168,41843123,0.493,553767,0.0065,7104518,0.0837,84879918,0.005
2019年04月,澎湖縣,12026902,0.3807,15452997,0.4892,291210,0.0092,3816950,0.1208,31588059,0.0019
2019年04月,金門縣,8415651,0.4034,9577649,0.4592,203791,0.0098,2662285,0.1276,20859376,0.0012
2019年04月,連江縣,1889146,0.3518,2866020,0.5337,7118,0.0013,607539,0.1131,5369823,0.0003
2019年04月,合計,3202448593,0.1905,3680386955,0.2189,229414182,0.0136,9701054629,0.577,16813304359,1
2019年03月,新北市,557974921,0.3733,463252131,0.3099,2074939,0.0014,471521449,0.3154,1494823440,0.0893
2019年03月,台北市,353535732,0.3175,706428414,0.6344,542609,0.0005,52969004,0.0476,1113475759,0.0665
2019年03月,桃園市,305723767,0.1413,335174260,0.1549,2923947,0.0014,1520481195,0.7025,2164303169,0.1293
2019年03月,台中市,401601395,0.1638,420091921,0.1713,12429337,0.0051,1618167280,0.6599,2452289933,0.1465
2019年03月,台南市,259582634,0.1242,251269428,0.1202,24600839,0.0118,1554439764,0.7438,2089892665,0.1248
2019年03月,高雄市,413224836,0.1726,447961850,0.1871,19424809,0.0081,1513768210,0.6322,2394379705,0.143
2019年03月,宜蘭縣,63130953,0.2347,67381414,0.2505,4557949,0.0169,133946429,0.4979,269016745,0.0161
2019年03月,新竹縣,79033184,0.1038,75944427,0.0998,1278294,0.0017,604853591,0.7947,761109496,0.0455
2019年03月,苗栗縣,74585402,0.1386,58070321,0.1079,2130755,0.004,403297626,0.7495,538084104,0.0321
2019年03月,彰化縣,170627516,0.1913,172553664,0.1935,30766195,0.0345,517891660,0.5807,891839035,0.0533
2019年03月,南投縣,59641299,0.279,54560530,0.2553,7561715,0.0354,91967039,0.4303,213730583,0.0128
2019年03月,雲林縣,97559360,0.2196,72023903,0.1621,27991472,0.063,246614708,0.5552,444189443,0.0265
2019年03月,嘉義縣,68428877,0.298,46358574,0.2019,19267173,0.0839,95550248,0.4162,229604872,0.0137
2019年03月,屏東縣,120909249,0.3257,96207793,0.2592,58171373,0.1567,95930546,0.2584,371218961,0.0222
2019年03月,台東縣,27905907,0.3906,30604966,0.4284,2040931,0.0286,10895874,0.1525,71447678,0.0043
2019年03月,花蓮縣,44328931,0.2354,62142191,0.33,1597015,0.0085,80230366,0.4261,188298503,0.0112
2019年03月,基隆市,48228844,0.4608,39762494,0.3799,9044,0.0001,16667263,0.1592,104667645,0.0063
2019年03月,新竹市,69513234,0.0866,92508551,0.1152,696194,0.0009,640257597,0.7974,802975576,0.048
2019年03月,嘉義市,35728025,0.4222,41545057,0.4909,501053,0.0059,6848930,0.0809,84623065,0.0051
2019年03月,澎湖縣,13311368,0.3979,16124876,0.482,297675,0.0089,3722772,0.1113,33456691,0.002
2019年03月,金門縣,10171530,0.4467,10106897,0.4439,201574,0.0089,2288941,0.1005,22768942,0.0014
2019年03月,連江縣,2451980,0.422,2733872,0.4705,5592,0.001,618699,0.1065,5810143,0.0003
2019年03月,合計,3277198944,0.1957,3562807534,0.2128,219070484,0.0131,9682929191,0.5784,16742006153,1
2019年02月,新北市,552182772,0.4065,415645220,0.306,2102209,0.0015,388499754,0.286,1358429955,0.0922
2019年02月,台北市,338095776,0.3356,626069143,0.6214,465516,0.0005,42855962,0.0425,1007486397,0.0684
2019年02月,桃園市,356089544,0.1854,314492180,0.1638,3246549,0.0017,1246679977,0.6491,1920508250,0.1303
2019年02月,台中市,396046056,0.1846,384760744,0.1793,12005230,0.0056,1352950122,0.6305,2145762152,0.1456
2019年02月,台南市,258971782,0.1408,240159291,0.1305,25828724,0.014,1314936931,0.7147,1839896728,0.1248
2019年02月,高雄市,322525419,0.1581,406068503,0.199,18728915,0.0092,1293254378,0.6338,2040577215,0.1384
2019年02月,宜蘭縣,66937576,0.301,60055192,0.27,4180100,0.0188,91221815,0.4102,222394683,0.0151
2019年02月,新竹縣,85689623,0.1259,75260706,0.1106,1151768,0.0017,518283629,0.7617,680385726,0.0462
2019年02月,苗栗縣,64397131,0.1449,52784297,0.1188,1985753,0.0045,325134934,0.7318,444302115,0.0301
2019年02月,彰化縣,164535647,0.2146,163889724,0.2137,30063351,0.0392,408377414,0.5325,766866136,0.052
2019年02月,南投縣,69352581,0.3465,51991045,0.2598,8121976,0.0406,70676375,0.3531,200141977,0.0136
2019年02月,雲林縣,90703742,0.2342,62392387,0.1611,27735842,0.0716,206473734,0.5331,387305705,0.0263
2019年02月,嘉義縣,60777465,0.3234,41033866,0.2184,19130893,0.1018,66978888,0.3564,187921112,0.0127
2019年02月,屏東縣,107001042,0.3237,87340757,0.2643,58950477,0.1784,77227796,0.2337,330520072,0.0224
2019年02月,台東縣,30391231,0.4372,28055896,0.4036,1839097,0.0265,9231685,0.1328,69517909,0.0047
2019年02月,花蓮縣,49231747,0.2694,56931160,0.3115,1478567,0.0081,75122187,0.411,182763661,0.0124
2019年02月,基隆市,54577151,0.5198,36038108,0.3432,12973,0.0001,14369785,0.1369,104998017,0.0071
2019年02月,新竹市,61821817,0.0862,80878135,0.1128,718003,0.001,573807193,0.8,717225148,0.0487
2019年02月,嘉義市,35389709,0.4498,36760805,0.4672,608524,0.0077,5928344,0.0753,78687382,0.0053
2019年02月,澎湖縣,11608353,0.4018,13504364,0.4674,317460,0.011,3462711,0.1198,28892888,0.002
2019年02月,金門縣,8510483,0.4448,8390058,0.4385,218103,0.0114,2014397,0.1053,19133041,0.0013
2019年02月,連江縣,2081052,0.3745,2905483,0.5229,6646,0.0012,563558,0.1014,5556739,0.0004
2019年02月,合計,3186917699,0.2162,3245407064,0.2202,218896676,0.0149,8088051569,0.5487,14739273008,1
2019年01月,新北市,553429935,0.3629,502100978,0.3292,2321776,0.0015,467165077,0.3063,1525017766,0.0908
2019年01月,台北市,358179967,0.3132,727560353,0.6361,543048,0.0005,57513110,0.0503,1143796478,0.0681
2019年01月,桃園市,293209109,0.1334,385808625,0.1755,3029985,0.0014,1516634248,0.6898,2198681967,0.131
2019年01月,台中市,402854536,0.1653,448267921,0.1839,12931669,0.0053,1573093523,0.6455,2437147649,0.1452
2019年01月,台南市,259323202,0.1236,342813104,0.1633,26552166,0.0127,1470104316,0.7005,2098792788,0.125
2019年01月,高雄市,431364517,0.1793,463851809,0.1928,19663015,0.0082,1490493841,0.6197,2405373182,0.1433
2019年01月,宜蘭縣,62690453,0.2325,72101909,0.2674,4252705,0.0158,130611488,0.4844,269656555,0.0161
2019年01月,新竹縣,75670638,0.0995,92809934,0.1221,1339515,0.0018,590315008,0.7766,760135095,0.0453
2019年01月,苗栗縣,72468036,0.139,63514860,0.1218,1995948,0.0038,383542893,0.7354,521521737,0.0311
2019年01月,彰化縣,163665818,0.1852,187748417,0.2124,30901033,0.035,501612058,0.5675,883927326,0.0526
2019年01月,南投縣,58752131,0.2719,59205278,0.274,8051651,0.0373,90101948,0.4169,216111008,0.0129
2019年01月,雲林縣,91036914,0.2089,75141971,0.1724,26146359,0.06,243557257,0.5588,435882501,0.026
2019年01月,嘉義縣,64790187,0.3024,47983605,0.224,17391861,0.0812,84052989,0.3924,214218642,0.0128
2019年01月,屏東縣,122217102,0.3248,98815919,0.2626,58857419,0.1564,96393069,0.2562,376283509,0.0224
2019年01月,台東縣,27487368,0.3925,29731285,0.4245,1778052,0.0254,11035615,0.1576,70032320,0.0042
2019年01月,花蓮縣,43755366,0.235,88883802,0.4774,1472779,0.0079,52087368,0.2797,186199315,0.0111
2019年01月,基隆市,45491581,0.4369,43230564,0.4152,7797,0.0001,15397021,0.1479,104126963,0.0062
2019年01月,新竹市,68493095,0.0862,93877164,0.1182,702100,0.0009,631074774,0.7947,794147133,0.0473
2019年01月,嘉義市,35751603,0.4171,42498536,0.4958,500654,0.0058,6973446,0.0813,85724239,0.0051
2019年01月,澎湖縣,13280256,0.3878,16994718,0.4962,319018,0.0093,3652499,0.1067,34246491,0.002
2019年01月,金門縣,9259756,0.4227,10042512,0.4584,197064,0.009,2406267,0.1098,21905599,0.0013
2019年01月,連江縣,2393610,0.4039,2923545,0.4933,6144,0.001,603486,0.1018,5926785,0.0004
2019年01月,合計,3255565180,0.1939,3895906809,0.2321,218961758,0.013,9418421301,0.561,16788855048,1
2018年12月,新北市,549464883,0.3616,482744219,0.3177,2318124,0.0015,485098220,0.3192,1519625446,0.0893
2018年12月,台北市,342560002,0.3001,746888412,0.6544,542509,0.0005,51418018,0.045,1141408941,0.0671
2018年12月,桃園市,341572650,0.1514,367922948,0.1631,3475618,0.0015,1542984704,0.684,2255955920,0.1326
2018年12月,台中市,417044952,0.1687,451557786,0.1826,13861803,0.0056,1590248481,0.6431,2472713022,0.1454
2018年12月,台南市,276991416,0.13,283555730,0.1331,30095189,0.0141,1539372727,0.7227,2130015062,0.1252
2018年12月,高雄市,366796512,0.1532,478046076,0.1997,20415357,0.0085,1528991117,0.6386,2394249062,0.1407
2018年12月,宜蘭縣,63545986,0.2417,68465045,0.2604,4743700,0.018,126195761,0.4799,262950492,0.0155
2018年12月,新竹縣,85134499,0.1082,87591720,0.1113,1268623,0.0016,612749871,0.7788,786744713,0.0462
2018年12月,苗栗縣,64848131,0.1231,62079896,0.1179,2472338,0.0047,397249669,0.7543,526650034,0.031
2018年12月,彰化縣,170504891,0.1898,185863830,0.2069,35226566,0.0392,506554930,0.564,898150217,0.0528
2018年12月,南投縣,73518427,0.3083,60221950,0.2525,9000565,0.0377,95746712,0.4015,238487654,0.014
2018年12月,雲林縣,93691200,0.2121,73621466,0.1667,29497553,0.0668,244854818,0.5544,441665037,0.026
2018年12月,嘉義縣,61777354,0.2694,49000094,0.2137,19831828,0.0865,98663806,0.4303,229273082,0.0135
2018年12月,屏東縣,116558015,0.31,100839738,0.2682,59793314,0.159,98796435,0.2628,375987502,0.0221
2018年12月,台東縣,31477036,0.4138,31960628,0.4201,1932446,0.0254,10703927,0.1407,76074037,0.0045
2018年12月,花蓮縣,48764628,0.2395,64902759,0.3187,1683866,0.0083,88277262,0.4335,203628515,0.012
2018年12月,基隆市,52441152,0.4655,43015445,0.3819,9757,0.0001,17180993,0.1525,112647347,0.0066
2018年12月,新竹市,61039010,0.0764,96656385,0.1209,749027,0.0009,640706804,0.8017,799151226,0.047
2018年12月,嘉義市,37770676,0.4255,43046690,0.485,606808,0.0068,7337793,0.0827,88761967,0.0052
2018年12月,澎湖縣,12435965,0.3867,15814253,0.4918,333756,0.0104,3574721,0.1112,32158695,0.0019
2018年12月,金門縣,7875997,0.3869,9802223,0.4815,200271,0.0098,2479288,0.1218,20357779,0.0012
2018年12月,連江縣,1738211,0.327,2969054,0.5585,7934,0.0015,600505,0.113,5315704,0.0003
2018年12月,合計,3277551593,0.1927,3806566347,0.2238,238066952,0.014,9689786562,0.5696,17011971454,1
2018年11月,新北市,652100460,0.3844,536167199,0.3161,2422075,0.0014,505616679,0.2981,1696306413,0.0947
2018年11月,台北市,424190360,0.3288,804808626,0.6238,560856,0.0004,60636049,0.047,1290195891,0.072
2018年11月,桃園市,321955177,0.1423,377838042,0.167,3277692,0.0014,1559307721,0.6892,2262378632,0.1263
2018年11月,台中市,485190891,0.1887,487439647,0.1895,14480945,0.0056,1584730820,0.6162,2571842303,0.1435
2018年11月,台南市,314319033,0.144,294948603,0.1352,31987936,0.0147,1540969579,0.7061,2182225151,0.1218
2018年11月,高雄市,531726270,0.2037,500483775,0.1917,20896592,0.008,1557305423,0.5966,2610412060,0.1457
2018年11月,宜蘭縣,69576670,0.2535,75343353,0.2745,5139439,0.0187,124368667,0.4532,274428129,0.0153
2018年11月,新竹縣,86504961,0.1094,84839242,0.1073,1503370,0.0019,617531181,0.7813,790378754,0.0441
2018年11月,苗栗縣,85836900,0.1594,66058700,0.1227,2533451,0.0047,383992612,0.7132,538421663,0.03
2018年11月,彰化縣,195753898,0.2085,186769116,0.199,36454251,0.0388,519766413,0.5537,938743678,0.0524
2018年11月,南投縣,65069619,0.2815,59651183,0.258,9123883,0.0395,97332844,0.421,231177529,0.0129
2018年11月,雲林縣,111663032,0.2331,81681245,0.1705,30174766,0.063,255587899,0.5335,479106942,0.0267
2018年11月,嘉義縣,77023101,0.3028,52568441,0.2067,21562694,0.0848,103199375,0.4057,254353611,0.0142
2018年11月,屏東縣,141157931,0.3486,105668589,0.2609,59048568,0.1458,99067637,0.2446,404942725,0.0226
2018年11月,台東縣,30902517,0.4046,32887182,0.4306,1708898,0.0224,10875459,0.1424,76374056,0.0043
2018年11月,花蓮縣,50223718,0.2447,68353738,0.3331,1709268,0.0083,84930184,0.4139,205216908,0.0115
2018年11月,基隆市,51721179,0.4504,45771926,0.3986,7329,0.0001,17324237,0.1509,114824671,0.0064
2018年11月,新竹市,80211388,0.0967,103774130,0.1251,824892,0.001,644889728,0.7773,829700138,0.0463
2018年11月,嘉義市,43153741,0.4347,48232595,0.4859,586396,0.0059,7293666,0.0735,99266398,0.0055
2018年11月,澎湖縣,15607520,0.413,18275494,0.4836,328613,0.0087,3576756,0.0947,37788383,0.0021
2018年11月,金門縣,10501981,0.4064,11737734,0.4542,218409,0.0085,3383585,0.1309,25841709,0.0014
2018年11月,連江縣,2301371,0.3955,2918479,0.5015,7470,0.0013,591847,0.1017,5819167,0.0003
2018年11月,合計,3846691718,0.2147,4046217039,0.2258,244557793,0.0136,9782278361,0.5459,17919744911,1
2018年10月,新北市,818327506,0.4301,551387544,0.2898,2664826,0.0014,530131344,0.2786,1902511220,0.0995
2018年10月,台北市,518891350,0.3652,845531587,0.5952,596338,0.0004,55674492,0.0392,1420693767,0.0743
2018年10月,桃園市,477416325,0.191,412101603,0.1649,4200865,0.0017,1606037635,0.6425,2499756428,0.1307
2018年10月,台中市,554218549,0.2041,501764926,0.1848,15508680,0.0057,1644269296,0.6055,2715761451,0.142
2018年10月,台南市,355971530,0.1546,311859644,0.1354,34418154,0.0149,1600648952,0.6951,2302898280,0.1204
2018年10月,高雄市,449361484,0.1734,510066503,0.1969,20683416,0.008,1610997385,0.6217,2591108788,0.1355
2018年10月,宜蘭縣,89205168,0.2945,75030555,0.2477,6147620,0.0203,132504079,0.4375,302887422,0.0158
2018年10月,新竹縣,122711359,0.1416,95476609,0.1102,1572901,0.0018,646718006,0.7464,866478875,0.0453
